material,N_actual,N_label,noise_tier,noise_std,pinn_rpe_mean,pinn_rpe_median,pinn_rpe_std,pinn_outliers,wnlls_rpe_mean,wnlls_rpe_median,wnlls_rpe_std,wnlls_failures,wnlls_outliers,gp_rpe_mean,gp_rpe_median,gp_rpe_std,gp_outliers,pval_wnlls_vs_pinn,excl_wnlls_vs_pinn,pval_gp_vs_pinn,excl_gp_vs_pinn,pval_wnlls_vs_gp,excl_wnlls_vs_gp
Lead,5,5,0,0.0,0.3431079375502136,0.3429028368106555,0.0013524945494179338,0,0.51855856628338,0.51855856628338,0.0,0,0,0.29981035539833045,0.2998103553983305,5.551115123125783e-17,0,0.9999991338918834,0,8.66108116572057e-07,0,0.9999999783976847,0
Lead,5,5,1,0.0316,1.2211121838493004,1.0361157072193374,0.9565055911631466,0,1.591894027041265,1.2271763018431519,1.1701015686908967,0,0,1.203239802818652,1.058974970272834,0.9572941681694306,0,0.9452839707955718,0,0.1310611367225647,0,0.9616393921896815,0
Lead,5,5,2,0.1,3.6824301832682234,3.1668390230448846,3.0238819898966773,0,5.069142932277714,4.477659743356988,3.8700316915237964,0,0,3.7007292105755627,2.761576588779327,3.1217265211602983,0,0.985337071120739,0,0.7420757785439491,0,0.9807907911017537,0
Lead,5,5,3,0.3162,13.085672628770112,10.277074218026648,8.820900322771445,0,14.345374299623552,11.655478206671376,12.717937336175623,0,0,13.005507669811438,11.849053445218377,8.48325435935243,0,0.5161632113158703,0,0.2849287986755371,0,0.5,0
Lead,5,5,4,0.5623,71.81373482585181,25.558858896702226,137.2547489891055,3,22.648555554876726,17.95081176523496,19.33107836143752,0,0,137.7290495107982,25.21803705160157,340.3237606538766,3,0.07594345975667238,0,0.5,0,0.10646642651408911,0
Lead,16,ALL,0,0.0,0.006186777047208006,0.006476368307696323,0.0012953520628853027,0,0.9727927389592061,0.9727927389592059,2.220446049250313e-16,0,0,0.04793720798487296,0.04793720798487294,1.3877787807814457e-17,0,0.9999991333466779,0,0.9999991333466779,0,0.9999999783976847,0
Lead,16,ALL,1,0.0316,0.7886630832143596,0.6177830715951149,0.6679466437588963,0,1.2282322319730203,0.9063501579642311,0.9613871435627308,0,0,0.7615253630629049,0.5660563771162281,0.6424098808740795,0,0.9797551389783621,0,0.0701415203511715,0,0.9907352598384023,0
Lead,16,ALL,2,0.1,2.311428748821222,1.44699944729205,2.078594598227596,0,3.2230489879924287,2.121775554880017,2.616698842015137,0,0,2.2538309289331298,1.3116726525786715,2.014212655836014,0,0.9836395503953099,0,0.2645525922998786,0,0.9797551389783621,0
Lead,16,ALL,3,0.3162,8.403557994776149,6.701946709789909,7.392925794241609,0,9.460798392450831,7.870321336181522,7.486587011782241,0,0,8.514833905359307,6.688301281776166,7.1895826996848315,0,0.7860226966440678,0,0.45964826364070177,0,0.7860226966440678,0
Lead,16,ALL,4,0.5623,49.60499525615307,21.48730699298321,58.974412511019096,1,16.25266339488296,13.37028069135442,9.15483684870652,0,0,75.35339845106095,21.66441120892233,197.97139846859602,1,0.02132585272192955,0,0.4838367886841297,0,0.0035557281225919724,0
